record_id,product_id,sku,screen_size_inch,resolution,refresh_rate_hz,panel_type,response_time_ms
phongvu_260501664.0,869824,260501664.0,25.0,1920x1080,60.0,IPS,5.0
phongvu_260501666.0,869826,260501666.0,27.0,2560x1440,100.0,IPS,4.0
phongvu_260501668.0,869828,260501668.0,27.0,,200.0,IPS,1.0
phongvu_260501670.0,869830,260501670.0,,1920x1080,100.0,VA,5.0
phongvu_260501677.0,869837,260501677.0,,1920x1080,100.0,IPS,5.0
phongvu_260501679.0,869839,260501679.0,27.0,2560x1440,100.0,IPS,4.0
phongvu_260501683.0,869843,260501683.0,,1920x1080,100.0,VA,5.0
phongvu_260501684.0,869844,260501684.0,27.0,2560x1440,100.0,IPS,4.0
phongvu_260501778.0,869938,260501778.0,,1920x1080,60.0,IPS,4.0
phongvu_260501780.0,869940,260501780.0,,1920x1080,60.0,IPS,4.0
phongvu_260501799.0,869959,260501799.0,27.0,,60.0,IPS,6.0
phongvu_260501833.0,869993,260501833.0,27.0,1920x1080,100.0,IPS,4.0
phongvu_260501839.0,869999,260501839.0,27.0,2560x1440,180.0,VA,1.0
phongvu_260501846.0,870006,260501846.0,27.0,2560x1440,100.0,IPS,4.0
phongvu_260501847.0,870007,260501847.0,27.0,1920x1080,100.0,IPS,1.0
phongvu_260501859.0,870019,260501859.0,,,,,
phongvu_260501860.0,870020,260501860.0,,2560x1440,200.0,IPS,1.0
phongvu_260501896.0,870056,260501896.0,34.0,3440 x 1440,180.0,VA,1.0
phongvu_260502991.0,871167,260502991.0,27.0,2560x1440,144.0,IPS,1.0
phongvu_260503898.0,872083,260503898.0,27.0,1920x1080,100.0,IPS,1.0
phongvu_260503904.0,872091,260503904.0,23.8,1920x1080,100.0,IPS,1.0
phongvu_260503912.0,872097,260503912.0,21.5,1920x1080,100.0,IPS,4.0
phongvu_260503919.0,872105,260503919.0,23.8,1920x1080,144.0,IPS,1.0
phongvu_260503926.0,872112,260503926.0,23.8,1920x1080,100.0,IPS,5.0
phongvu_260503953.0,872139,260503953.0,26.5,2560x1440,240.0,OLED,0.03
phongvu_260503956.0,872142,260503956.0,27.0,1920x1080,144.0,IPS,0.5
phongvu_260508569.0,876975,260508569.0,21.5,1920x1080,100.0,VA,5.0
phongvu_260508576.0,876982,260508576.0,27.0,2560x1440,100.0,IPS,5.0
phongvu_260508583.0,876989,260508583.0,27.0,1920x1080,120.0,IPS,5.0
phongvu_260508590.0,876996,260508590.0,31.5,,60.0,VA,4.0
phongvu_260508595.0,877001,260508595.0,34.0,2560x1440,180.0,VA,1.0
phongvu_260600933.0,878543,260600933.0,23.8,1920x1080,100.0,IPS,5.0
phongvu_260600937.0,878538,260600937.0,25.0,1920x1080,300.0,IPS,1.0
phongvu_260600942.0,878544,260600942.0,27.0,1920x1080,100.0,IPS,5.0
phongvu_260600945.0,878549,260600945.0,27.0,1920x1080,200.0,IPS,1.0
phongvu_260600951.0,878552,260600951.0,24.0,,100.0,IPS,5.0
phongvu_260600952.0,878556,260600952.0,27.0,1920x1080,300.0,IPS,1.0
phongvu_260600958.0,878562,260600958.0,23.8,1920x1080,120.0,IPS,5.0
phongvu_260600965.0,878569,260600965.0,27.0,1920x1080,120.0,IPS,5.0
phongvu_260600970.0,878574,260600970.0,25.0,1920x1080,200.0,IPS,1.0
phongvu_260600972.0,878576,260600972.0,27.0,2560x1440,210.0,IPS,0.3
phongvu_260601845.0,879473,260601845.0,27.0,,60.0,IPS,6.0
phongvu_260601848.0,879476,260601848.0,27.0,1920x1080,120.0,IPS,
phongvu_260601899.0,879527,260601899.0,27.0,1920x1080,100.0,IPS,6.0
phongvu_260601903.0,879531,260601903.0,27.0,2560x1440,100.0,IPS,6.0
phongvu_260601904.0,879532,260601904.0,23.8,,200.0,IPS,1.0
phongvu_260601905.0,879533,260601905.0,27.0,1920x1080,100.0,IPS,6.0
phongvu_260601908.0,879536,260601908.0,27.0,2560x1440,100.0,IPS,6.0
phongvu_260601909.0,879537,260601909.0,27.0,1920x1080,100.0,IPS,6.0
phongvu_260601910.0,879538,260601910.0,27.0,2560x1440,100.0,IPS,6.0
phongvu_260601916.0,879544,260601916.0,27.0,2560x1440,100.0,IPS,6.0
phongvu_260601927.0,879555,260601927.0,27.0,2560x1440,100.0,IPS,6.0
phongvu_260601928.0,879556,260601928.0,27.0,2560x1440,100.0,IPS,6.0
phongvu_260601929.0,879557,260601929.0,27.0,1920x1080,100.0,IPS,6.0
phongvu_260601936.0,879564,260601936.0,27.0,2560x1440,100.0,IPS,6.0
phongvu_260601940.0,879568,260601940.0,23.8,,200.0,IPS,1.0
phongvu_260601941.0,879569,260601941.0,27.0,2560x1440,100.0,IPS,6.0
phongvu_260602175.0,879802,260602175.0,27.0,,160.0,IPS,0.5
phongvu_260602184.0,879808,260602184.0,27.0,2560x1440,210.0,IPS,0.5
phongvu_260602190.0,879820,260602190.0,27.0,2560x1440,240.0,OLED,0.03
phongvu_260602196.0,879827,260602196.0,32.0,,165.0,IPS,1.0
phongvu_260602321.0,879942,260602321.0,23.8,1920x1080,200.0,IPS,0.5
phongvu_260602428.0,880049,260602428.0,31.5,,60.0,IPS,5.0
phongvu_260603075.0,880703,260603075.0,21.5,1920x1080,120.0,IPS,1.0
phongvu_260603077.0,880704,260603077.0,27.0,2560x1440,144.0,IPS,1.0
phongvu_260603079.0,880706,260603079.0,23.8,1920x1080,200.0,IPS,0.5
phongvu_260603081.0,880708,260603081.0,27.0,1920x1080,200.0,IPS,0.5
phongvu_260603083.0,880710,260603083.0,27.0,,60.0,IPS,5.0
phongvu_260603085.0,880712,260603085.0,27.0,2560x1440,300.0,IPS,1.0
phongvu_260603087.0,880714,260603087.0,40.0,,120.0,IPS,5.0
phongvu_260603089.0,880716,260603089.0,45.0,,240.0,OLED,0.03
phongvu_260603321.0,880973,260603321.0,34.0,2560x1440,120.0,VA,1.0
phongvu_260700554.0,882041,260700554.0,27.0,1920x1080,100.0,IPS,6.0
phongvu_260700555.0,882042,260700555.0,27.0,2560x1440,180.0,IPS,1.0
phongvu_260700557.0,882044,260700557.0,,3840 x 2160,60.0,IPS,5.0
phongvu_260700558.0,882045,260700558.0,27.0,2560x1440,180.0,VA,1.0
phongvu_260700559.0,882046,260700559.0,23.8,,200.0,IPS,1.0
phongvu_260700560.0,882047,260700560.0,27.0,1920x1080,280.0,VA,0.5
phongvu_260700563.0,882050,260700563.0,23.8,1920x1080,100.0,IPS,5.0
phongvu_260700564.0,882051,260700564.0,27.0,,200.0,IPS,1.0
phongvu_260700565.0,882052,260700565.0,27.0,3840x2160,60.0,IPS,5.0
phongvu_260700566.0,882053,260700566.0,21.45,1920x1080,100.0,VA,4.0
phongvu_260700569.0,882056,260700569.0,27.0,1920x1080,280.0,VA,0.5
phongvu_260700570.0,882057,260700570.0,27.0,1920x1080,165.0,IPS,1.0
phongvu_260700583.0,882070,260700583.0,27.0,1920x1080,100.0,IPS,1.0
phongvu_260700611.0,882098,260700611.0,,1920x1080,100.0,IPS,5.0
phongvu_260700612.0,882099,260700612.0,,1920x1080,100.0,IPS,5.0
phongvu_260700613.0,882100,260700613.0,,1920x1080,100.0,IPS,5.0
phongvu_260700614.0,882101,260700614.0,,1920x1080,100.0,IPS,5.0
phongvu_260700615.0,882102,260700615.0,21.5,1920x1080,100.0,IPS,1.0
phongvu_260700616.0,882103,260700616.0,24.5,1920x1080,120.0,IPS,
phongvu_260700617.0,882104,260700617.0,,1920x1080,100.0,IPS,5.0
phongvu_260700620.0,882107,260700620.0,,1920x1080,100.0,IPS,5.0
phongvu_260700625.0,882112,260700625.0,23.8,,200.0,IPS,1.0
phongvu_260700627.0,882114,260700627.0,,1920x1080,100.0,IPS,5.0
phongvu_260700630.0,882117,260700630.0,,1920x1080,100.0,IPS,5.0
phongvu_260700633.0,882120,260700633.0,,1920x1080,100.0,IPS,5.0
phongvu_260700634.0,882121,260700634.0,,1920x1080,100.0,IPS,5.0
phongvu_260700637.0,882124,260700637.0,27.0,3840 x 2160,60.0,IPS,5.0
phongvu_260700638.0,882125,260700638.0,,1920x1080,100.0,IPS,5.0
phongvu_260700639.0,882126,260700639.0,24.5,1920x1080,120.0,IPS,
phongvu_260701386.0,882936,260701386.0,27.0,2560x1440,320.0,IPS,0.5
phongvu_260701720.0,883270,260701720.0,27.0,2560x1440,300.0,IPS,1.0
phongvu_260701721.0,883271,260701721.0,27.0,1920x1080,300.0,IPS,1.0
phongvu_260701727.0,883278,260701727.0,27.0,,60.0,IPS,5.0
phongvu_260701728.0,883279,260701728.0,23.8,1920x1080,120.0,IPS,5.0
phongvu_260701738.0,883294,260701738.0,31.5,2560x1440,100.0,IPS,5.0
phongvu_260701744.0,883301,260701744.0,27.0,2560x1440,275.0,IPS,0.5
phongvu_260701751.0,883307,260701751.0,27.0,1920x1080,260.0,IPS,0.5
phongvu_260701757.0,883313,260701757.0,27.0,2560x1440,360.0,IPS,0.5
phongvu_260701758.0,883314,260701758.0,27.0,1920x1080,260.0,IPS,1.0
phongvu_260701764.0,883320,260701764.0,27.0,2560x1440,144.0,IPS,1.0
phongvu_260701765.0,883321,260701765.0,23.8,1920x1080,144.0,IPS,1.0
phongvu_260701770.0,883326,260701770.0,25.0,1920x1080,300.0,IPS,1.0
phongvu_260701772.0,883327,260701772.0,27.0,,72.0,IPS,4.0
phongvu_260701775.0,883331,260701775.0,49.0,2560x1440,240.0,OLED,0.03
phongvu_260701782.0,883334,260701782.0,34.0,2560x1440,160.0,VA,5.0
phongvu_260701787.0,883343,260701787.0,34.0,,100.0,IPS,5.0
phongvu_260703452.0,885290,260703452.0,27.0,1920x1080,240.0,IPS,1.0
phongvu_260703459.0,885296,260703459.0,27.0,,160.0,IPS,1.0
phongvu_260703466.0,885303,260703466.0,32.0,2560x1440,180.0,IPS,1.0
phongvu_260703554.0,885391,260703554.0,27.0,1920x1080,144.0,IPS,1.0
phongvu_260703560.0,885397,260703560.0,14.0,,60.0,IPS,16.0
phongvu_260704573.0,886585,260704573.0,15.6,1920x1080,60.0,IPS,4.0
phongvu_260705983.0,888166,260705983.0,23.8,1920x1080,144.0,IPS,1.0
phongvu_260705992.0,888174,260705992.0,27.0,1920x1080,144.0,IPS,1.0
phongvu_260705999.0,888182,260705999.0,27.0,2560x1440,220.0,IPS,0.3
phongvu_260706006.0,888189,260706006.0,31.5,,60.0,VA,4.0
phongvu_260706014.0,888196,260706014.0,17.3,2560x1440,60.0,OLED,0.2
phongvu_260706021.0,888204,260706021.0,26.5,2560x1440,540.0,OLED,0.02
phongvu_260706027.0,888210,260706027.0,24.5,1920x1080,240.0,IPS,1.0
phongvu_260801475.0,890606,260801475.0,27.0,1920x1080,144.0,IPS,8.0
phongvu_260801482.0,890617,260801482.0,25.0,1920x1080,320.0,IPS,1.0
phongvu_260801492.0,890628,260801492.0,27.0,1920x1080,100.0,IPS,5.0
phongvu_260801557.0,890704,260801557.0,27.0,2560x1440,210.0,IPS,1.0
phongvu_260801558.0,890703,260801558.0,27.0,2560x1440,200.0,IPS,1.0
phongvu_260802676.0,891872,260802676.0,21.5,1920x1080,100.0,IPS,1.0
phongvu_260802677.0,891873,260802677.0,21.5,1920x1080,100.0,IPS,1.0
phongvu_260802678.0,891874,260802678.0,21.5,1920x1080,100.0,IPS,1.0
phongvu_260802679.0,891875,260802679.0,21.5,1920x1080,100.0,IPS,1.0
phongvu_260802680.0,891876,260802680.0,21.5,1920x1080,100.0,IPS,1.0
phongvu_260802681.0,891877,260802681.0,21.5,1920x1080,100.0,IPS,1.0
phongvu_260802682.0,891878,260802682.0,27.0,2560x1440,180.0,VA,1.0
phongvu_260802683.0,891879,260802683.0,21.5,1920x1080,100.0,IPS,1.0
phongvu_260803035.0,892232,260803035.0,43.0,,60.0,VA,4.0
phongvu_260803536.0,892731,260803536.0,27.0,2560x1440,220.0,IPS,0.3
phongvu_260803543.0,892740,260803543.0,24.1,1920x1080,610.0,TN,0.7
phongvu_260803558.0,892756,260803558.0,16.0,,60.0,OLED,1.0
phongvu_260803565.0,892763,260803565.0,16.0,,60.0,IPS,6.0
phongvu_260803839.0,893037,260803839.0,43.0,,75.0,IPS,8.0
phongvu_260804147.0,893363,260804147.0,24.5,1920x1080,144.0,IPS,0.5
phongvu_260804533.0,893746,260804533.0,16.0,2560x1440,165.0,IPS,3.0
phongvu_260804540.0,893756,260804540.0,27.0,1920x1080,260.0,IPS,0.3
phongvu_260804555.0,893772,260804555.0,27.0,2560x1440,120.0,IPS,5.0
phongvu_260804562.0,893780,260804562.0,27.0,2560x1440,120.0,IPS,5.0
phongvu_260805889.0,895187,260805889.0,23.8,1920x1080,144.0,IPS,0.5
phongvu_260805927.0,895228,260805927.0,23.8,2560x1440,100.0,IPS,5.0
phongvu_260900844.0,896219,260900844.0,27.0,1920x1080,144.0,IPS,0.5
phongvu_260901646.0,897035,260901646.0,27.0,2560x1440,300.0,IPS,0.3
phongvu_260901652.0,897043,260901652.0,24.5,1920x1080,120.0,IPS,1.0
phongvu_260901662.0,897051,260901662.0,27.0,2560x1440,540.0,IPS,0.3
phongvu_260901793.0,897185,260901793.0,31.5,1920x1080,180.0,VA,1.0
